X,Y,year,owner_id,datetaken_dss,gap_lc_code,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,dateupload,datetaken,datetakengranularity,datetakenunknown,tags,latitude,longitude,accuracy,context,place_id,woeid,geo_is_family,geo_is_friend,geo_is_contact,geo_is_public,url_o,height_o,width_o,url_z,height_z,width_z,site,datetaken_doy,date,month,URL,Hyperlink,is_useful_pheno,has_flower,note
-1898646.311,3119256.709,2011,62205957@N04 5969802664,177,308,5969802664,62205957@N04,82b06a3b53,6123,7,Camps,1,0,0,1311502373,6/26/11 10:23,0,0,usa volcano washington mt baker im unitedstates bellingham jpg mtbakervolcanop6254134imjpg p6254134,48.73886,-121.8405,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,https://farm7.staticflickr.com/6123/5969802664_502e2f505d_o.jpg,2093,3720,https://farm7.staticflickr.com/6123/5969802664_82b06a3b53_z.jpg,360,640,MountBaker,177,6/26/11,6,http://flickr.com/photos/62205957@N04/5969802664,http://flickr.com/photos/62205957@N04/5969802664,Y,N,
-1885768.984,3114414.145,2010,50637361@N07 5184089116,192,552,5184089116,50637361@N07,1becc78729,4113,5,"""Chance"" the golden",1,0,0,1289979416,7/11/10 12:56,0,0,mountbaker bakerlake lakeshannon,48.72777,-121.6563,14,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,NA,NA,NA,https://farm5.staticflickr.com/4113/5184089116_1becc78729_z.jpg,425,640,MountBaker,192,7/11/10,7,http://flickr.com/photos/50637361@N07/5184089116,http://flickr.com/photos/50637361@N07/5184089116,N,N,
-1884730.544,3127467.264,2015,24355710@N08 23293158763,272,177,23293158763,24355710@N08,ac45e52af1,1523,2,"Mount Shuksan No. 2, Washington, 2015",1,0,0,1450846913,9/29/15 16:59,0,0,blackandwhite usa mountain nature monochrome landscape outdoors landscapes washington unitedstates northwest scenic pacificnorthwest northamerica wilderness northcascades artistpoint blackandwhitephotography naturephotography whatcomcounty mountshuksan landscapephotography,48.84472,-121.6897,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,NA,NA,NA,https://farm2.staticflickr.com/1523/23293158763_ac45e52af1_z.jpg,640,426,MountBaker,272,9/29/15,9,http://flickr.com/photos/24355710@N08/23293158763,http://flickr.com/photos/24355710@N08/23293158763,Y,N,
-1884304.381,3128059.696,2014,90761069@N08 12175754735,26,584,12175754735,90761069@N08,2e755da8ae,7419,8,20140126_082653,1,0,0,1390846695,1/26/14 8:26,0,0,NA,48.85095,-121.6863,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,https://farm8.staticflickr.com/7419/12175754735_99626db880_o.jpg,1836,3264,https://farm8.staticflickr.com/7419/12175754735_2e755da8ae_z.jpg,360,640,MountBaker,26,1/26/14,1,http://flickr.com/photos/90761069@N08/12175754735,http://flickr.com/photos/90761069@N08/12175754735,Y,N,
-1898673.853,3119711.854,2016,96066726@N07 29481151935,243,177,29481151935,96066726@N07,4186ea0f9f,8129,9,20160830_123729,1,0,0,1473103703,8/30/16 12:37,0,0,NA,48.74278,-121.8425,16,0,NA,NA,0,0,0,1,https://farm9.staticflickr.com/8129/29481151935_222fcbdcff_o.jpg,2988,5312,https://farm9.staticflickr.com/8129/29481151935_4186ea0f9f_z.jpg,360,640,MountBaker,243,8/30/16,8,http://flickr.com/photos/96066726@N07/29481151935,http://flickr.com/photos/96066726@N07/29481151935,Y,N,
-1892340.867,3126629.226,2016,141982145@N05 27470233404,186,178,27470233404,141982145@N05,1501597cd8,7301,8,NAGAP_74V5_021_TN,1,0,0,1467649054,7/4/16 9:17,0,1,NA,48.81885,-121.7854,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,https://farm8.staticflickr.com/7301/27470233404_22708bff49_o.jpg,1077,1080,https://farm8.staticflickr.com/7301/27470233404_1501597cd8_z.jpg,638,640,MountBaker,186,7/4/16,7,http://flickr.com/photos/141982145@N05/27470233404,http://flickr.com/photos/141982145@N05/27470233404,N,N,
-1889811.38,3107597.907,2012,32109282@N00 6865544809,36,579,6865544809,32109282@N00,381dca98ef,7052,8,Baker Lake,1,0,0,1329085262,2/5/12 14:00,0,0,park county lake washington mt baker mount skagit whatcom,48.65823,-121.6842,14,0,jyADg3RTUb65Hnbj,2347606,0,0,0,1,https://farm8.staticflickr.com/7052/6865544809_23247794d0_o.jpg,3000,4000,https://farm8.staticflickr.com/7052/6865544809_381dca98ef_z.jpg,480,640,MountBaker,36,2/5/12,2,http://flickr.com/photos/32109282@N00/6865544809,http://flickr.com/photos/32109282@N00/6865544809,Y,N,
-1884766.26,3127533.046,2015,67783195@N00 26678963526,163,177,26678963526,67783195@N00,1e744097da,1618,2,IMG_0543.jpg,1,0,0,1461903854,6/12/15 20:19,0,0,NA,48.84521,-121.6904,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,NA,NA,NA,https://farm2.staticflickr.com/1618/26678963526_1e744097da_z.jpg,427,640,MountBaker,163,6/12/15,6,http://flickr.com/photos/67783195@N00/26678963526,http://flickr.com/photos/67783195@N00/26678963526,N,N,
-1886046.748,3127973.558,2016,83413148@N00 34859798671,232,177,34859798671,83413148@N00,265d8253c1,4227,5,Mount Baker,1,0,0,1496156879,8/19/16 11:48,0,0,baker mountain mountains mountbaker mtbaker mountbakersnoqualmienationalforest nationalforest mtbakersnoqualmienationalforest washington hiking northcascades chainlakesloop landscape trail,48.84596,-121.7086,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,NA,NA,NA,https://farm5.staticflickr.com/4227/34859798671_265d8253c1_z.jpg,427,640,MountBaker,232,8/19/16,8,http://flickr.com/photos/83413148@N00/34859798671,http://flickr.com/photos/83413148@N00/34859798671,Y,N,
-1891465.659,3136253.305,2014,55050175@N05 14674012038,217,172,14674012038,55050175@N05,fe6885081c,3868,4,Nooksack Falls,1,0,0,1407519219,8/5/14 8:49,0,0,panorama waterfall washington unitedstates deming nooksackfalls mtbakersnoqualmienationalforest,48.90535,-121.8088,16,0,NA,NA,0,0,0,1,https://farm4.staticflickr.com/3868/14674012038_27f72269d5_o.jpg,2945,1698,https://farm4.staticflickr.com/3868/14674012038_fe6885081c_z.jpg,640,369,MountBaker,217,8/5/14,8,http://flickr.com/photos/55050175@N05/14674012038,http://flickr.com/photos/55050175@N05/14674012038,Y,N,
-1887056.753,3127333.259,2015,88630096@N07 20259107148,219,177,20259107148,88630096@N07,f2f5b14a1a,339,1,_DSC2400.jpg,1,0,0,1439180184,8/7/15 16:18,0,0,wa,48.83789,-121.7194,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,NA,NA,NA,https://farm1.staticflickr.com/339/20259107148_f2f5b14a1a_z.jpg,360,640,MountBaker,219,8/7/15,8,http://flickr.com/photos/88630096@N07/20259107148,http://flickr.com/photos/88630096@N07/20259107148,Y,N,
-1891503.461,3136255.847,2013,21456355@N04 9464319852,206,172,9464319852,21456355@N04,6788c4c4ab,3777,4,Top of Nooksack Falls from Bridge,1,0,0,1378277571,7/25/13 11:58,0,0,usa washington falls nooksackfalls mtbakerscenicbyway nikond7000 nikkor18to200mmvrlens,48.90528,-121.8093,15,0,jyADg3RTUb65Hnbj,2347606,0,0,0,1,https://farm4.staticflickr.com/3777/9464319852_81a2729da4_o.jpg,3234,4032,https://farm4.staticflickr.com/3777/9464319852_6788c4c4ab_z.jpg,513,640,MountBaker,206,7/25/13,7,http://flickr.com/photos/21456355@N04/9464319852,http://flickr.com/photos/21456355@N04/9464319852,Y,N,
-1894719.141,3137982.573,2009,8035423@N06 3670583823,180,581,3670583823,8035423@N06,fbeedc387e,3314,4,Free as a Butterfly,1,0,0,1246264020,6/29/09 1:27,0,0,flowers usa laughing butterfly fun washington cabin jackie baker greg hiking eating howard jennifer drinking glacier wa pandora 2009 mountbaker mtbaker daysies churchmountain 20090626 20090627 20090628,48.91256,-121.8573,14,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,NA,NA,NA,https://farm4.staticflickr.com/3314/3670583823_fbeedc387e_z.jpg,429,640,MountBaker,180,6/29/09,6,http://flickr.com/photos/8035423@N06/3670583823,http://flickr.com/photos/8035423@N06/3670583823,Y,Y,
-1891740.19,3139829.007,2010,9368841@N07 5237427962,337,178,5237427962,9368841@N07,78b0f42afe,5041,6,NA,1,0,0,1291618682,12/3/10 18:57,0,0,NA,48.93603,-121.8253,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,https://farm6.staticflickr.com/5041/5237427962_0f7abe7050_o.jpg,3056,4592,https://farm6.staticflickr.com/5041/5237427962_78b0f42afe_z.jpg,426,640,MountBaker,337,12/3/10,12,http://flickr.com/photos/9368841@N07/5237427962,http://flickr.com/photos/9368841@N07/5237427962,Y,N,
-1900441.851,3117305.393,2010,67336454@N00 4851349109,205,178,4851349109,67336454@N00,ef3b2ea067,4116,5,Loomis Mountain,1,0,0,1280716523,7/24/10 13:41,0,0,snow washington hiking mtbakersnoqualmienationalforest parkbutte loomismountain,48.71738,-121.8567,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,NA,NA,NA,https://farm5.staticflickr.com/4116/4851349109_ef3b2ea067_z.jpg,426,640,MountBaker,205,7/24/10,7,http://flickr.com/photos/67336454@N00/4851349109,http://flickr.com/photos/67336454@N00/4851349109,Y,N,
-1893987.379,3137043.834,2010,7821771@N05 5083472039,242,583,5083472039,7821771@N05,de4d36e510,4128,5,Forming the bridge footings,1,0,0,1287155304,8/30/10 12:51,0,0,dat sr542 mountbakerhighway,48.90612,-121.8444,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,https://farm5.staticflickr.com/4128/5083472039_caba6f2805_o.jpg,2848,2144,https://farm5.staticflickr.com/4128/5083472039_de4d36e510_z.jpg,640,482,MountBaker,242,8/30/10,8,http://flickr.com/photos/7821771@N05/5083472039,http://flickr.com/photos/7821771@N05/5083472039,N,N,
-1896478.006,3121856.295,2011,62205957@N04 5969085995,177,554,5969085995,62205957@N04,682b66e9dd,6144,7,P6253963_im,1,0,0,1311497219,6/26/11 6:20,0,0,usa volcano washington mt baker im unitedstates bellingham jpg mtbakervolcanop6253963imjpg p6253963,48.76693,-121.8218,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,https://farm7.staticflickr.com/6144/5969085995_d0460ce9e2_o.jpg,2800,3720,https://farm7.staticflickr.com/6144/5969085995_682b66e9dd_z.jpg,482,640,MountBaker,177,6/26/11,6,http://flickr.com/photos/62205957@N04/5969085995,http://flickr.com/photos/62205957@N04/5969085995,Y,N,
-1882964.866,3106648.445,2010,30598436@N00 4863115803,215,579,4863115803,30598436@N00,f4c0d24a2f,4102,5,NA,1,0,0,1281027851,8/3/10 15:35,0,0,lake,48.6665,-121.5922,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,https://farm5.staticflickr.com/4102/4863115803_bf1c2f598c_o.jpg,2304,3072,https://farm5.staticflickr.com/4102/4863115803_f4c0d24a2f_z.jpg,480,640,MountBaker,215,8/3/10,8,http://flickr.com/photos/30598436@N00/4863115803,http://flickr.com/photos/30598436@N00/4863115803,Y,N,
-1895684.485,3122737.715,2010,53377472@N00 4675617438,150,554,4675617438,53377472@N00,f00ae318cd,4004,5,Mt. Shuksan sticking out of clouds,1,0,0,1275845287,5/30/10 11:15,0,0,spring skiing mtbaker alpineclubofcanada accvancouver,48.77659,-121.8147,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,https://farm5.staticflickr.com/4004/4675617438_fe50d27e1f_o.jpg,1600,1200,https://farm5.staticflickr.com/4004/4675617438_f00ae318cd_z.jpg,640,480,MountBaker,150,5/30/10,5,http://flickr.com/photos/53377472@N00/4675617438,http://flickr.com/photos/53377472@N00/4675617438,N,N,
-1896330.706,3110286.468,2010,14835329@N06 4780361008,190,582,4780361008,14835329@N06,7826e2dbd8,4073,5,Mt Baker,1,0,0,1278777771,7/9/10 10:25,0,0,NA,48.66593,-121.7782,14,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,NA,NA,NA,https://farm5.staticflickr.com/4073/4780361008_7826e2dbd8_z.jpg,480,640,MountBaker,190,7/9/10,7,http://flickr.com/photos/14835329@N06/4780361008,http://flickr.com/photos/14835329@N06/4780361008,N,N,
-1885260.34,3128030.384,2015,67873757@N00 19462803756,187,177,19462803756,67873757@N00,3dfeec696c,3782,4,Paintbrushes on a mountain,1,0,0,1436254768,7/6/15 14:12,0,0,nature zeiss us washington unitedstates hike tablemountain mtbaker ze indianpaintbrush artistpoint otus deming northcascadesnationalpark castilleja canon1dx otus1485 apoplanart1485,48.84837,-121.6986,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,https://farm4.staticflickr.com/3782/19462803756_0b51a95e8a_o.jpg,3456,5184,https://farm4.staticflickr.com/3782/19462803756_3dfeec696c_z.jpg,427,640,MountBaker,187,7/6/15,7,http://flickr.com/photos/67873757@N00/19462803756,http://flickr.com/photos/67873757@N00/19462803756,Y,Y,
-1897701.974,3115355.5,2012,25240586@N08 25725025953,250,178,25725025953,25240586@N08,e5c2d2bdc5,1514,2,Mt. Baker from near the trailhead at Schreiber's Meadow,1,0,0,1460215728,9/6/12 10:49,0,0,concrete washington unitedstates mtbaker northcascades mtbakersnoqualmienationalforest parkbutte kulshan pacificnorthwestnationalscenictrail,48.70699,-121.8142,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,https://farm2.staticflickr.com/1514/25725025953_c4f9b48830_o.jpg,1073,1600,https://farm2.staticflickr.com/1514/25725025953_e5c2d2bdc5_z.jpg,429,640,MountBaker,250,9/6/12,9,http://flickr.com/photos/25240586@N08/25725025953,http://flickr.com/photos/25240586@N08/25725025953,Y,Y,
-1880893.555,3124651.326,2016,83413148@N00 33945367273,231,531,33945367273,83413148@N00,27c142d30f,4161,5,Lower Curtis Glacier,1,0,0,1495203641,8/18/16 10:01,0,0,glacier hiking lowercurtisglacier mountain nationalpark northcascades northcascadesnationalpark washington,48.82934,-121.6298,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,NA,NA,NA,https://farm5.staticflickr.com/4161/33945367273_27c142d30f_z.jpg,427,640,MountBaker,231,8/18/16,8,http://flickr.com/photos/83413148@N00/33945367273,http://flickr.com/photos/83413148@N00/33945367273,Y,N,
-1884906.547,3127749.84,2016,61523880@N06 30536210582,303,584,30536210582,61523880@N06,cfb08968aa,5567,6,upload,1,0,0,1477797691,10/29/16 20:21,0,1,instagramapp square squareformat iphoneography uploaded:by=instagram,48.84677,-121.693,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,https://farm6.staticflickr.com/5567/30536210582_6fcfcd1d52_o.jpg,810,1080,https://farm6.staticflickr.com/5567/30536210582_cfb08968aa_z.jpg,480,640,MountBaker,303,10/29/16,10,http://flickr.com/photos/61523880@N06/30536210582,http://flickr.com/photos/61523880@N06/30536210582,Y,N,
-1897956.893,3120704.779,2016,11179932@N06 29079734292,234,554,29079734292,11179932@N06,9d6a525124,8442,9,Mt. Baker - Easton Glacier 8/21/2016,1,0,0,1471982745,8/21/16 10:08,0,0,deming washington unitedstates us,48.75323,-121.8368,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,https://farm9.staticflickr.com/8442/29079734292_f5a9dc920b_o.jpg,900,1200,https://farm9.staticflickr.com/8442/29079734292_9d6a525124_z.jpg,480,640,MountBaker,234,8/21/16,8,http://flickr.com/photos/11179932@N06/29079734292,http://flickr.com/photos/11179932@N06/29079734292,Y,N,
-1889135.543,3109814.257,2009,40171959@N04 3695822490,130,171,3695822490,40171959@N04,c7cdbac2e9,3579,4,IMG_0111,1,0,0,1246916077,5/10/09 12:45,0,0,raw,48.67929,-121.6834,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,https://farm4.staticflickr.com/3579/3695822490_8a6cb05131_o.jpg,681,1024,https://farm4.staticflickr.com/3579/3695822490_c7cdbac2e9_z.jpg?zz=1,426,640,MountBaker,130,5/10/09,5,http://flickr.com/photos/40171959@N04/3695822490,http://flickr.com/photos/40171959@N04/3695822490,N,N,
-1885984.797,3127974.627,2016,33202667@N08 36158897300,226,177,36158897300,33202667@N08,9344dc8f54,4432,5,"081316_42_Ptarmigan Ridge Hike-Mount Baker, WA",1,0,0,1502678545,8/13/16 13:30,0,0,washington ptarmagan ridge mountshuksan,48.84612,-121.7078,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,https://farm5.staticflickr.com/4432/36158897300_1cc3224164_o.jpg,3376,6000,https://farm5.staticflickr.com/4432/36158897300_9344dc8f54_z.jpg,360,640,MountBaker,226,8/13/16,8,http://flickr.com/photos/33202667@N08/36158897300,http://flickr.com/photos/33202667@N08/36158897300,Y,Y,
-1891740.19,3139829.007,2010,9368841@N07 5236829013,337,178,5236829013,9368841@N07,c9c678c9bd,5167,6,NA,1,0,0,1291618521,12/3/10 18:35,0,0,NA,48.93603,-121.8253,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,https://farm6.staticflickr.com/5167/5236829013_088edba8b5_o.jpg,3056,4592,https://farm6.staticflickr.com/5167/5236829013_c9c678c9bd_z.jpg,426,640,MountBaker,337,12/3/10,12,http://flickr.com/photos/9368841@N07/5236829013,http://flickr.com/photos/9368841@N07/5236829013,Y,N,
-1896741.713,3122710.423,2013,59161782@N06 8724423881,125,554,8724423881,59161782@N06,03c1a97ca8,7355,8,20130505_100947.jpg,1,0,0,1368166717,5/5/13 10:09,0,0,washington unitedstates liam backcountry mtbaker activities deming splitboard placesusa,48.77377,-121.8283,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,NA,NA,NA,https://farm8.staticflickr.com/7355/8724423881_03c1a97ca8_z.jpg,640,427,MountBaker,125,5/5/13,5,http://flickr.com/photos/59161782@N06/8724423881,http://flickr.com/photos/59161782@N06/8724423881,Y,N,
-1884149.347,3128452.391,2012,66733752@N00 7976901662,250,177,7976901662,66733752@N00,79c023302f,8311,9,Heather Meadows,1,0,0,1347383427,9/6/12 12:31,0,0,building history architecture washington ccc viewpoint newdeal civilianconservationcorps heathermeadows mtbakersnoqualmienationalforest heathermeadowsvisitorcenter mtbakerscenichighway,48.85477,-121.6857,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,https://farm9.staticflickr.com/8311/7976901662_aa78b4ceb2_o.jpg,3000,4000,https://farm9.staticflickr.com/8311/7976901662_79c023302f_z.jpg,480,640,MountBaker,250,9/6/12,9,http://flickr.com/photos/66733752@N00/7976901662,http://flickr.com/photos/66733752@N00/7976901662,Y,N,
-1888847.905,3108788.479,2009,40171959@N04 3850173363,234,172,3850173363,40171959@N04,5d22103d92,2587,3,IMG_1699,1,0,0,1251078533,8/22/09 16:03,0,0,raw,48.671,-121.676,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,https://farm3.staticflickr.com/2587/3850173363_aa2641bd1c_o.jpg,2033,3059,https://farm3.staticflickr.com/2587/3850173363_5d22103d92_z.jpg,426,640,MountBaker,234,8/22/09,8,http://flickr.com/photos/40171959@N04/3850173363,http://flickr.com/photos/40171959@N04/3850173363,N,N,
-1884658.612,3127865.89,2014,72063229@N00 14848619720,60,308,14848619720,72063229@N00,7cb4b45822,3885,4,One Giant Snowshoe Step,1,0,0,1408996921,3/1/14 12:57,0,0,winter white snowshoe lakes chain snowshoeing mtbakernationalrecreationarea,48.84839,-121.6902,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,NA,NA,NA,https://farm4.staticflickr.com/3885/14848619720_7cb4b45822_z.jpg,427,640,MountBaker,60,3/1/14,3,http://flickr.com/photos/72063229@N00/14848619720,http://flickr.com/photos/72063229@N00/14848619720,Y,N,
-1884768.921,3127745.915,2010,42327244@N07 5050316374,275,584,5050316374,42327244@N07,ca30c95ded,4110,5,IMG_8982,1,0,0,1286171982,10/2/10 16:48,0,0,sunset mountain snow mt baker panoramic views wilderness,48.84707,-121.6912,14,0,jyADg3RTUb65Hnbj,2347606,0,0,0,1,https://farm5.staticflickr.com/4110/5050316374_4d4d5c8e78_o.jpg,1600,1067,https://farm5.staticflickr.com/4110/5050316374_ca30c95ded_z.jpg,640,427,MountBaker,275,10/2/10,10,http://flickr.com/photos/42327244@N07/5050316374,http://flickr.com/photos/42327244@N07/5050316374,Y,N,
-1882119.567,3128882.428,2014,8502118@N08 15228167036,246,177,15228167036,8502118@N08,e5424ac963,5575,6,North Cascades,1,0,0,1410813181,9/3/14 15:12,0,0,usa washington unitedstates deming,48.86347,-121.6609,16,0,LzhmjoNQUL.eBvLtuw,12590476,0,0,0,1,https://farm6.staticflickr.com/5575/15228167036_4f694d54d4_o.jpg,3456,5184,https://farm6.staticflickr.com/5575/15228167036_e5424ac963_z.jpg,427,640,MountBaker,246,9/3/14,9,http://flickr.com/photos/8502118@N08/15228167036,http://flickr.com/photos/8502118@N08/15228167036,Y,N,
